id	document	label
96	잠시 길을 잃었어 어디로 가야 하는지	0
97	시시한 시	0
98	오늘의 시	0
99	시 썻으면 응수를 해줘야 하는거  어니냐	0
100	형왔다	0
101	형간다	0
102	생공14학번들중에	0
103	의욕없는밤	0
104	언고닉아 시인되고싶으면	0
105	오늘춥다	0
106	니가 나로 살아봤으면해 내가 너로 살아봤으면해	0
107	비오는날 김치전 파전? 이해불가.	0
108	나크리 소멸 기념 한잔하고 있다	0
109	잔다	0
110	핵심 교양중에서 어느것이 그나마 꿀인가요?	1
111	아 덕성여대 개병신인가	1
112	아 공부하러 왓는데..	1
113	4 8 39	1
114	비좀 미친듯이 쏟아져라	1
115	형님들 지금 시간에 일반인 열람실 못가나요...	1
116	후우.... 외롭다.	1
117	에라이 쫄보들	1
118	근데 로또말이야	1
119	신혼여행 중국으로 간 부부 썰	1
120	배고프다	1
121	인하대 해양학과 같은데는 정시로 존나 들어가기 쉽지 않냐?	1
122	노네 치실 쓰노?	1
123	갤디짐?	1
124	8월 7~8일 어디 돌아다닐 생각하지마라	1
125	아 외로워	1
126	중문과인데 복전좀 제발골라줘! 소비자학과어때?	1
127	인하대는 대 강당이 하이테크관뿐임?	1
128	야 시발 나 좆됨? 도와줘라 좀 아이디 날라간거냐 이거 왜이래?	1
129	재수강하면 성적증명서에 예전에 들었던거 사라짐?	1
130	망갤이니	1
131	후후 중국따위 가다니	1
132	자꾸 읽는거 누구냐?	1
133	신 트리스트럼으로 여행간다	1
134	태양신의 위대함을 보았겠지	1
135	발기찬 아침이다 얘두라 어여 인나라	1
136	류현진선발등판 경기 중계하는데 안보니?	1
137	아침  너무 피곤하다 ㅠ	1
138	류현진투수 예전에 바로옆에서 봤었는데	1
139	강남스타일아	1
140	썸원콜더 닥터 날 붙잡고 말해줘~	1
141	오줌누는게 너무 아픔	1
142	냉장고에 먹을게 없네	1
143	컴활이거 너무 어렵다	1
144	내가 젤잼나게했던 게임은	1
145	멍멍아	1
146	지금 정석지하매점에서 백인녀 토스강의중ㄷㄷ	1
147	야들아 전기압력밥솥 5만이면싼거야?	1
148	컴활1급 14번떨어졌다 ㅍㅌㅊ??	1
149	정통vs컴공 둘중하나가라면어디가냐	1
150	엥? 페북?	1
151	친구랑 1학기간 자취같이해본결과	1
152	집에 샴푸가 업다	1
153	인후에 책방 어디없을까	1
154	1학년들아 군대빨리와라	1
155	2학기때 일반수학1 재수강 가능할까?	1
156	보지	1
157	할게업다	1
158	저 이과 내신 1.98 인데 어느 학과를 지원하는게 좋을까요?	1
159	국근장 발표 언제하노?	1
160	태풍 소멸됐네	1
161	저녁메뉴 추천받는다	1
162	작년 전자공 학생부교과전형 합격자 내신평균이 2점대 초반이라고 하던데	1
163	저녁 메뉴 추천 안받는다	1
164	할게없다	1
165	저도 국근장좀 시켜주십쇼 ㅜㅜㅠ	1
166	근로장학 소득>>학점임??ㅅㅂ	1
167	구로역 시발ㅡㅡ	1
168	인경호에 신 세력 등장한거 알고 갤질하냐	1
169	에너지자원공학과 여기 좋은데임??	1
170	인하대 해양과학과 평3등급이면 걍뚫리는거 맞는데	1
171	국가근로장학금 마지막글 대신 한번만 봐아주라	1
172	국가근로 발표언젱나냐??	1
173	얘가 누구냐면	1
174	재밌는게임 없냐	1
175	언고닉 클리너돌렸네	1
176	클리너 왜돌리냐	1
177	대영 교수 평좀 해줘	1
178	치킨집 추천좀	1
179	트랙1들어본 사람? 거기 프리토커들 많지? 학점따기 힘들까? 원어민수준?	1
180	오늘 미파닭 안열었나;	1
181	인갤 망했네;;	1
182	인하대 위키 많이바꼈네	1
183	크 음주인갤한다	1
184	300 #2 Rise of An Empire 보고 왔다	1
185	지금 수강신청 시간표 과목들 다 안나온거야? 왜케 적어?	1
186	왜 19학점으로 바뀐거냐?	1
187	후후	1
188	꺄아아아악	1
189	오랜만에 시 써봄	1
190	시	1
191	시 써본다	1
192	잠시 길을 잃었어 어디로 가야 하는지	1
193	시시한 시	1
194	오늘의 시	1
195	시 썻으면 응수를 해줘야 하는거  어니냐	1
196	형왔다	1
197	형간다	1
198	생공14학번들중에	1
199	의욕없는밤	1
200	언고닉아 시인되고싶으면	1
201	오늘춥다	1
202	니가 나로 살아봤으면해 내가 너로 살아봤으면해	1
203	비오는날 김치전 파전? 이해불가.	1
204	나크리 소멸 기념 한잔하고 있다	1
205	잔다	1
206	오늘의 시2	1
207	즉석시 하나 더써봤다	1
208	ㅎㅎ입대한지일년됐다	1
209	갤러혀엉님들아 학교근처에 새벽 배달 추천할 만한 곳 있음?	1
210	봐바	1
211	얘두라 다들 취침했니 안자는사람 손?	1
212	이나대 ♡♡	1
213	왜 나가글쓰면 무플임?	1
214	에볼라 때문에 디질 확률	1
215	뭐야 마니들 취침아직 안했네	1
216	아싸다 보니	1
217	그래서 결론은	1
218	진아싸라면	1
219	군대나 가라 예방주사 공짜로 놔준다	1
220	얘두라 연애도기술이라 할수록 늘지않남	1
221	솔로도 기술이라 많이 하면 는다	1
222	근데 군복무마치구 편히 연애하는게  좋지않나	1
223	공짜로 음악학원 보내주면 뭐 배우냐?	1
224	보통 악기 다루는 사람은 다 다루지 않냐	1
225	새벽에 갤이 활발하네	1
226	인싸	1
227	작곡하는법	1
228	니들이 노래를 그렇게 잘해?	1
229	버즈 신 미만잡	1
230	의경가는 사람 없음?	1
231	짝퉁새끼 진짜	1
232	Which one is true?	1
233	q짭새끼 누구냐	1
234	나 누구게?	1
235	입갤하자마자 망갤	1
236	중고딩 남여공학 나온사람?	1
237	까악아 문명 좋아하면 토탈워 시리즈 추천한다	1
238	갤에 사람많은데 94년생없니	1
239	여자랑 손도못잡고 말도 못하냐? ㅉㅉ	1
240	군대가면 혼밥 안함	1
241	여자랑 군대갔다오면 얘기가능?	1
242	여자만나고싶다 헠헠	1
243	빨리 의경가고싶다	1
244	캬 94윾동이 나 아싸인거 알고 친구해주려나봄	1
245	여자고프면	1
246	시 한-수	1
247	중학교때 여자많았었지만 지금은 씨발인거보아하니	1
248	고등학교입학 후에 중학교 여자동창들사이에서 나 쓰레기라고	1
249	정신이 오락가락하는걸보니	1
250	나두 취침하련다 모두들 좋은꿈꾸며	1
251	다자노 ㅠ	1
252	다들 자나보네	1
253	인하대 위키 지금 수정중인거였네	1
254	갤 샤따 내린다	1
255	감수성이 넘치는 이 새벽에	1
256	밤낮 바꼈네	1
257	인하대 학우님들께 타대생이 부탁하나 드려봅니다ㅠㅠㅠㅠ	1
258	컴돌님 언제 올라가심?	1
259	개강전에 효창 핏치니까 이번에 갤총하려나	1
260	빨리 자취방가야지 어휴 살쪘다	1
261	안그래도 존못인데 시발 신경이라도 써야지 ㅠ	1
262	다시 1일 1식 합니다	1
263	아 시발 맞다 나 내일로 여행있구낰ㅋㅋㅋ	1
264	까악아 dlc 다 깔아서했냐	1
265	컴돌님 레알 덕분에 잼났음 나먼저취침	1
266	문명 멀티도 꿀잼인데	1
267	까악아 브레이브 뉴월드 깔아라	1
268	설빙 마싯슴?	1
269	와사비랑 산쪼메 존나 가고싶다	1
270	컴돌이 사진공개함	1
271	다들자는데 얼굴공개해봄 큰일나나	1
272	컴도리님은 자기얼굴 갤에 많이 올렸는데	1
273	귀 뚫는데 아픔?	1
274	피어싱이랑 귀걸이랑 다른게 뭐?	1
275	ㅇㅋ 개강전에 귀뚫고감	1
276	오늘 서인국 예전 슈퍼스타k때 사진봤는데	1
277	얘두라 너희들땜에 잼나서 밤샜잖아	1
278	유동 잠 깨웠으니 그럼 이제!	1
279	아갑자기 유니스트 추합했을때 안간거 생각나네 ㅅㅂ	1
280	아침을 여는 망갤 정화용 게임	1
281	으으 졸라 쌍욕 하고싶다	1
282	인하대 군휴학후 복학신청하려고 한느데요 방법좀 알려주세요	1
283	경영수학 재수강 해보신 분 있으셈?	1
284	ㅡㅡㅡㅡㅡㅡㅡㅡ 드르륵 아침샷다 올라간다  어여 일어나라	1
285	운동갈까말까	1
286	운동 왜 하냐	1
287	운동은무슨	1
288	연계전공 평가 어케하냐??	1
289	좋은아침 모두들ㅎㅇ	1
290	우리대학 아닌애들이나 수험생애들 우리존나만만히보네 ㅅㅂ	1
291	지금 나만 포털에 장애있냐?	1
292	복전해도 교내장학금	1
293	닉넴 정하는거 별것도아닌데 한참 생각하게되네	1
294	새벽 4시반경에 교수님 정보 찾아봐주신다는 갤러님 계신가요?	1
295	의경입대1년댐	1
296	팡리 교수 정보 원하는 게이 봐라	1
297	다른학교 학생인데 이러닝 뭐가 꿀이야??	1
298	의경 왜 가냐	1
299	복전하는 과의 과목은 수강신청할때 전공신청날에 하는거야?	1
300	군문제로 힘들어하는데 복무기간중 차는건	1
301	아웃풋 말고 간판하고 네임밸류 인지도 입결 이런걸 광고해야되는데	1
302	까악이 직무유기보소	1
303	나두 춘천 놀러가서 닭갈비 먹구싶네	1
304	춘천 왜 가냐?	1
305	김유정역	1
306	으 시발 전시회 가고싶다.	1
307	윾가네가 원래 춘천에 있는거였냐ㅋㅋ	1
308	유가네 본점이 어딘지 알고 갤질하심?	1
309	유가네 까지마라	1
310	나눔의공학이 PF임??	1
311	혹시 컴공에 ㅅㅅㅎ 이란 애 있냐?	1
312	ㅎㅇㅎㅇ 좋은 아침	1
313	학번 무슨 기준으로 부여받는거냐? 앞의 12는 무슨뜻임?	1
314	컴퓨터 프로그래밍 수업 자연과학대도 들을수 있지?	1
315	님들아 카톡	1
316	얘두라얘두라 카톡 프필에 무슨 사진 올려놨나요?	1
317	낮잠 두시간잠	1
318	인갤러들의 이상과 현실	1
319	유가네닭갈비 / 박가네떡촌 / 심가네보신탕	1
320	자취방에 세탁기 없으면 노답?	1
321	자취는 ㄹㅇ 진리다	1
322	자취방이 긱사보다 더 비싸지 않나??	1
323	무통장입금 어케 함?	1
324	짜장면 먹고 싶다	1
325	서든하실분	1
326	곧고정닉 군생활 편하겠다.	1
327	술머그러가야징	1
328	정통3 4학년업냐 너네설게머듣냐	1
329	짜장전설 8월 6일부터 10일까지 휴가다	1
330	할게업다	1
331	한동안장염으로고생해 내시경땜에 금식임	1
332	머리했는데 ㅂㅅ같다	1
333	나둥 특히나 가방 신발에는 신경씀	1
334	패션의 완성은	1
335	얼굴이 안된다구 손놓구 헤어 옷등에	1
336	난 무조건 썬글라스를 쓰고 다니지	1
337	회먹고싶다	1
338	전에 갤에 꾸민 존못vs일반 존못 물어봤는데	1
339	인공지능 프린터	1
340	촤르렁 안되겟네	1
341	저 정도 아니면 망했다 하는거 ㄴㄴ해 ^^	1
342	셀카찍어본적 없는데	1
343	촤르렁 말들으니까 오늘 광안리가서 회묵고싶다이기야!	1
344	한번만 못생겨보고 싶다	1
345	맨날 못생겨지는게 소원이다	1
346	시발 수강신청 지옥같은데	1
347	패스페일 과목 추천 좀 해주라 in갤러들아	1
348	팀프로젝트는 어색한 사이끼리 해야 한다	1
349	나 수험생인데 보면 인하공이 그래도 대단하기라도한게	1
350	아아아아아원 에버비이이이 뚜 뽀투비아유유유유	1
351	해운대 간다 질문받는다	1
352	시 한 수	1
353	시하나쓴다	1
354	문명그거 개좆밥임	1
355	몸속 로보트 나가	1
356	이쁘냐	1
357	해운대 빡촌을 지나왔다	1
358	방 구하시는 분들 ^^	1
359	솔직히 입결 낮다 낮다 하는것도 컴공 같은 병신들이 깎아먹는거지	1
360	해 지고 선선해 졌다고 다들 술 퍼마시고 있지?	1
361	옷을 오래간 사오면서 느낀 점을 그림으로 그려봤다	1
362	땀봐라	1
363	헤어등 올릴때 햇님 스폰지등으로 가리지말구	1
364	14학번 새내기 질문이요	1
365	너네도 겨털셀카 올려라	1
366	요즘에 걔 안오네 꽤 된듯	1
367	안녕하세요 인하대학교 위키피디아를 수정중에 있는 학우입니다.	1
368	KOCW 차동우교수님 강의듣는데 수준 개높던데 인하대생들 다 이렇게배움?	1
369	생각을 해보자	1
370	국토대장정 끝난거임?	1
371	한공주 다운받아놓고 재생 멀쩡하게 되나 켜봤는데	1
372	배고프네	1
373	[재업] 컴공 예비역 1명 모집한다.	1
374	겨털 안나는 남자 있음?	1
375	막창집 졸맛이노?	1
376	친구가 노래방서 사진 찍어줬는데	1
377	버닝핸즈 홈페이지는 왜 오류남?	1
378	대영교수님 평가좀 해주세용 ㅠㅠ.	1
379	부산 서면에 연예인떴데	1
380	갤복습하는데	1
381	뭐지	1
382	할 말이 없다	1
383	막창을 먹고!	1
384	캬 감자국 닭갈비 꿀맛	1
385	아캔 메이이이커 뚜루더 레이인	1
386	캔맥주 마실까	1
387	노래 보플로 남기면되노?	1
388	컴공 분들 계시나요? 한가지 성향(?)을 좀 여쭈어 보려고 합니다.	1
389	칭구 자취방인데 심심하다	1
390	니네 술 잘하나본데.	1
391	호주가는 비행기 안에서 볼라고	1
392	휴대용 프린터	1
393	친구놈 자취방에 자기 여친 사진 걸려있는거보소 ㅠㅠㅠ	1
394	인하 인푸 들어가지는사람	1
395	나도 연애하고싶다	1
396	뛈청 호주가나 나 중딩때 시드니 가봤는데	1
397	종로닭이다 와라	1
398	복수전공 실패하면 담학기 또 시도 할 수있죠?	1
399	오늘의 시2	2
400	즉석시 하나 더써봤다	2
401	ㅎㅎ입대한지일년됐다	2
402	갤러혀엉님들아 학교근처에 새벽 배달 추천할 만한 곳 있음?	2
403	봐바	2
404	얘두라 다들 취침했니 안자는사람 손?	2
405	이나대 ♡♡	2
406	왜 나가글쓰면 무플임?	2
407	에볼라 때문에 디질 확률	2
408	뭐야 마니들 취침아직 안했네	2
409	아싸다 보니	2
410	그래서 결론은	2
411	진아싸라면	2
412	군대나 가라 예방주사 공짜로 놔준다	2
413	얘두라 연애도기술이라 할수록 늘지않남	2
414	솔로도 기술이라 많이 하면 는다	2
415	근데 군복무마치구 편히 연애하는게  좋지않나	2
416	공짜로 음악학원 보내주면 뭐 배우냐?	2
417	보통 악기 다루는 사람은 다 다루지 않냐	2
418	새벽에 갤이 활발하네	2
419	인싸	2
420	작곡하는법	2
421	니들이 노래를 그렇게 잘해?	2
422	버즈 신 미만잡	2
423	의경가는 사람 없음?	2
424	짝퉁새끼 진짜	2
425	Which one is true?	2
426	q짭새끼 누구냐	2
427	나 누구게?	2
428	입갤하자마자 망갤	2
429	중고딩 남여공학 나온사람?	2
430	까악아 문명 좋아하면 토탈워 시리즈 추천한다	2
431	갤에 사람많은데 94년생없니	2
432	여자랑 손도못잡고 말도 못하냐? ㅉㅉ	2
433	군대가면 혼밥 안함	2
434	여자랑 군대갔다오면 얘기가능?	2
435	여자만나고싶다 헠헠	2
436	빨리 의경가고싶다	2
437	캬 94윾동이 나 아싸인거 알고 친구해주려나봄	2
438	여자고프면	2
439	시 한-수	2
440	중학교때 여자많았었지만 지금은 씨발인거보아하니	2
441	고등학교입학 후에 중학교 여자동창들사이에서 나 쓰레기라고	2
442	정신이 오락가락하는걸보니	2
443	나두 취침하련다 모두들 좋은꿈꾸며	2
444	다자노 ㅠ	2
445	다들 자나보네	2
446	인하대 위키 지금 수정중인거였네	2
447	갤 샤따 내린다	2
448	감수성이 넘치는 이 새벽에	2
449	밤낮 바꼈네	2
450	인하대 학우님들께 타대생이 부탁하나 드려봅니다ㅠㅠㅠㅠ	2
451	컴돌님 언제 올라가심?	2
452	개강전에 효창 핏치니까 이번에 갤총하려나	2
453	빨리 자취방가야지 어휴 살쪘다	2
454	안그래도 존못인데 시발 신경이라도 써야지 ㅠ	2
455	다시 1일 1식 합니다	2
456	아 시발 맞다 나 내일로 여행있구낰ㅋㅋㅋ	2
457	까악아 dlc 다 깔아서했냐	2
458	컴돌님 레알 덕분에 잼났음 나먼저취침	2
459	문명 멀티도 꿀잼인데	2
460	까악아 브레이브 뉴월드 깔아라	2
461	설빙 마싯슴?	2
462	와사비랑 산쪼메 존나 가고싶다	2
463	컴돌이 사진공개함	2
464	다들자는데 얼굴공개해봄 큰일나나	2
465	컴도리님은 자기얼굴 갤에 많이 올렸는데	2
466	귀 뚫는데 아픔?	2
467	피어싱이랑 귀걸이랑 다른게 뭐?	2
468	ㅇㅋ 개강전에 귀뚫고감	2
469	오늘 서인국 예전 슈퍼스타k때 사진봤는데	2
470	얘두라 너희들땜에 잼나서 밤샜잖아	2
471	유동 잠 깨웠으니 그럼 이제!	2
472	아갑자기 유니스트 추합했을때 안간거 생각나네 ㅅㅂ	2
473	아침을 여는 망갤 정화용 게임	2
474	으으 졸라 쌍욕 하고싶다	2
475	인하대 군휴학후 복학신청하려고 한느데요 방법좀 알려주세요	2
476	경영수학 재수강 해보신 분 있으셈?	2
477	ㅡㅡㅡㅡㅡㅡㅡㅡ 드르륵 아침샷다 올라간다  어여 일어나라	2
478	운동갈까말까	2
479	운동 왜 하냐	2
480	운동은무슨	2
481	연계전공 평가 어케하냐??	2
482	좋은아침 모두들ㅎㅇ	2
483	우리대학 아닌애들이나 수험생애들 우리존나만만히보네 ㅅㅂ	2
484	지금 나만 포털에 장애있냐?	2
485	복전해도 교내장학금	2
486	닉넴 정하는거 별것도아닌데 한참 생각하게되네	2
487	새벽 4시반경에 교수님 정보 찾아봐주신다는 갤러님 계신가요?	2
488	의경입대1년댐	2
489	팡리 교수 정보 원하는 게이 봐라	2
490	다른학교 학생인데 이러닝 뭐가 꿀이야??	2
491	의경 왜 가냐	2
492	복전하는 과의 과목은 수강신청할때 전공신청날에 하는거야?	2
493	군문제로 힘들어하는데 복무기간중 차는건	2
494	아웃풋 말고 간판하고 네임밸류 인지도 입결 이런걸 광고해야되는데	2
495	까악이 직무유기보소	2
496	나두 춘천 놀러가서 닭갈비 먹구싶네	2
497	춘천 왜 가냐?	2
498	김유정역	2
499	으 시발 전시회 가고싶다.	2
500	윾가네가 원래 춘천에 있는거였냐ㅋㅋ	2
501	유가네 본점이 어딘지 알고 갤질하심?	2
502	유가네 까지마라	2
503	나눔의공학이 PF임??	2
504	혹시 컴공에 ㅅㅅㅎ 이란 애 있냐?	2
505	ㅎㅇㅎㅇ 좋은 아침	2
506	학번 무슨 기준으로 부여받는거냐? 앞의 12는 무슨뜻임?	2
507	컴퓨터 프로그래밍 수업 자연과학대도 들을수 있지?	2
508	님들아 카톡	2
509	얘두라얘두라 카톡 프필에 무슨 사진 올려놨나요?	2
510	낮잠 두시간잠	2
511	인갤러들의 이상과 현실	2
512	유가네닭갈비 / 박가네떡촌 / 심가네보신탕	2
513	자취방에 세탁기 없으면 노답?	2
514	자취는 ㄹㅇ 진리다	2
515	자취방이 긱사보다 더 비싸지 않나??	2
516	무통장입금 어케 함?	2
517	짜장면 먹고 싶다	2
518	서든하실분	2
519	곧고정닉 군생활 편하겠다.	2
520	술머그러가야징	2
521	정통3 4학년업냐 너네설게머듣냐	2
522	짜장전설 8월 6일부터 10일까지 휴가다	2
523	할게업다	2
524	한동안장염으로고생해 내시경땜에 금식임	2
525	머리했는데 ㅂㅅ같다	2
526	나둥 특히나 가방 신발에는 신경씀	2
527	패션의 완성은	2
528	얼굴이 안된다구 손놓구 헤어 옷등에	2
529	난 무조건 썬글라스를 쓰고 다니지	2
530	회먹고싶다	2
531	전에 갤에 꾸민 존못vs일반 존못 물어봤는데	2
532	인공지능 프린터	2
533	촤르렁 안되겟네	2
534	저 정도 아니면 망했다 하는거 ㄴㄴ해 ^^	2
535	셀카찍어본적 없는데	2
536	촤르렁 말들으니까 오늘 광안리가서 회묵고싶다이기야!	2
537	한번만 못생겨보고 싶다	2
538	맨날 못생겨지는게 소원이다	2
539	시발 수강신청 지옥같은데	2
540	패스페일 과목 추천 좀 해주라 in갤러들아	2
541	팀프로젝트는 어색한 사이끼리 해야 한다	2
542	나 수험생인데 보면 인하공이 그래도 대단하기라도한게	2
543	아아아아아원 에버비이이이 뚜 뽀투비아유유유유	2
544	해운대 간다 질문받는다	2
545	시 한 수	2
546	시하나쓴다	2
547	문명그거 개좆밥임	2
548	몸속 로보트 나가	2
549	이쁘냐	2
550	해운대 빡촌을 지나왔다	2
551	방 구하시는 분들 ^^	2
552	솔직히 입결 낮다 낮다 하는것도 컴공 같은 병신들이 깎아먹는거지	2
553	해 지고 선선해 졌다고 다들 술 퍼마시고 있지?	2
554	옷을 오래간 사오면서 느낀 점을 그림으로 그려봤다	2
555	땀봐라	2
556	헤어등 올릴때 햇님 스폰지등으로 가리지말구	2
557	14학번 새내기 질문이요	2
558	너네도 겨털셀카 올려라	2
559	요즘에 걔 안오네 꽤 된듯	2
560	안녕하세요 인하대학교 위키피디아를 수정중에 있는 학우입니다.	2
561	KOCW 차동우교수님 강의듣는데 수준 개높던데 인하대생들 다 이렇게배움?	2
562	생각을 해보자	2
563	국토대장정 끝난거임?	2
564	한공주 다운받아놓고 재생 멀쩡하게 되나 켜봤는데	2
565	배고프네	2
566	[재업] 컴공 예비역 1명 모집한다.	2
567	겨털 안나는 남자 있음?	2
568	막창집 졸맛이노?	2
569	친구가 노래방서 사진 찍어줬는데	2
570	버닝핸즈 홈페이지는 왜 오류남?	2
571	대영교수님 평가좀 해주세용 ㅠㅠ.	2
572	부산 서면에 연예인떴데	2
573	갤복습하는데	2
574	뭐지	2
575	할 말이 없다	2
576	막창을 먹고!	2
577	캬 감자국 닭갈비 꿀맛	2
578	아캔 메이이이커 뚜루더 레이인	2
579	캔맥주 마실까	2
580	노래 보플로 남기면되노?	2
581	컴공 분들 계시나요? 한가지 성향(?)을 좀 여쭈어 보려고 합니다.	2
582	칭구 자취방인데 심심하다	2
583	니네 술 잘하나본데.	2
584	호주가는 비행기 안에서 볼라고	2
585	휴대용 프린터	2
586	친구놈 자취방에 자기 여친 사진 걸려있는거보소 ㅠㅠㅠ	2
587	인하 인푸 들어가지는사람	2
588	나도 연애하고싶다	2
589	뛈청 호주가나 나 중딩때 시드니 가봤는데	2
590	종로닭이다 와라	2
591	복수전공 실패하면 담학기 또 시도 할 수있죠?	2
592	세계 최고	2
593	세계 체고	2
594	세계 체고	2
595	시발 액정나갔다 개새끼들아 ㅠㅠㅠㅠ	2
596	솔직히 언론에 일베가 쓰레기라고 각인된 이유를 모르겠다	2
597	대채로 대기업은 최후의선택아니냐	2
598	아 전필,교필은 무조건 들어야하는거?	2
599	아 인갤을 줄여야긋네..	2
600	어휴 폰구매한다	2
601	중국 1주일정도 가봤었는데	2
602	너네 아직도 인갤하냐?ㅋㅋ	2
603	니베아는 중국가서도 갤질하냐?ㅋㅋㅋ	2
604	요즘 ㅋㅋㅋㅋㅋㅋ가 유행이냐?ㅋ	2
605	엘지 오늘 이긴건 아냐?ㅋㅋㅋㅋ	2
606	오늘 시원하지 않냐?ㅋㅋㅋ	2
607	덜렁갑뵈고싶노	2
608	이시간되면 배고프지 않냐?ㅋㅋㅋ	2
609	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	2
610	전자공학과에서 갈수있는 최고 좋은 대기업 어디임?	2
611	디씨 어플 언제나오냐?ㅋㅋㅋ	2
612	인갤 망했냐?ㅋㅋㅋ	2
613	후 씹노잼이당	2
614	카톡은 안읽는데 페북은 켜져있다는거 경험했다	2
615	내 주옥같은 짤방들이 다 폰에잇는데	2
616	걍 연애를 어여 빨리들하길 바람	2
617	어제 찍은 무지개 올린다	2
618	클라우드점퍼님	2
619	중국음식 향신료도 그렇고	2
620	야갤 센세 커암과 그의 숨겨진 자식 토깽이 에 대해 파해쳐보자	2
621	그거 생각난다 초딩때 싱가포르면세점에서 기념품 샀는데	2
622	인하대 위키에 대학언론 항목을 상세화했습니다	2
623	이 성적이 만일 수능에서 나왔다고 가정하면	2
624	롤 배치 중간결과	2
625	학부제에서 학과제로 수정중인데, 학부제가 유지되는 곳의 정보가 필요합니다	2
626	아나 머리숱 왤케없지	2
627	어 속안좋다	2
628	본문에있는 인하대 설명중 장점같은거는 타항목으로 옮기고 범용적인걸	2
629	(사진有)하우스 메이트 구해요	2
