id	document	label
814692	리얼 꿀잼 시작이다 ㅋㅋ 총학 레이드 ㄱㄱ 각오지게 나왔네	20160503
814693	이제 총학 탄핵하면 되는거냐?	20160503
814694	총학 천막치우는속도개빠르네	20160503
814695	이제 문돌이들 강제 구조조정 시작이다.	20160503
814696	애초에 너네가 구성원합의 좆도없다며 ㅋㅋㅋㅋㅋ	20160503
814697	진짜총학 죽여버리고싶네	20160503
814698	설명회때 총장님 너무 자신만만해 하셔서 플랜 b가 어찌될지 모르겠네	20160503
814699	총장이 자리 걸고  했다 아이가?	20160503
814701	총장 캐삭 총학 강제 캐삭 각이냐?	20160503
814702	프라임이고 뭐고 다 밀어버리자	20160503
814703	킹규는 왜 안보이지	20160503
814704	이제 총학은 인하대가 살아남을 방안을 제시해라!	20160503
814705	에리카에서 조문왔습니다	20160503
814706	어제 권오규 부총장님과 대화하며 퇴근하신 총장님 얼굴은 결연한 의지가 ,	20160503
814707	총학럼들 텐트 더 견고히 해야되는거 아니냐	20160503
814708	이제 돈도 없이 구조조정하게 생겼네 ㅋㅋㅋㅋ	20160503
814709	에리카나갈걸~	20160503
814710	반수뽕온다	20160503
814711	하느님 부처님 노무쿤님 총학 운지하는 모습 실시간 꿀잼으로 만들어 주소서	20160503
814712	현총보다 매국인하 공대학생회놈들 잘못이크다고 본다	20160503
814713	겨우 150억 갖고 오버좀 하지마라	20160503
814714	얘들아 머가리가 달렸으면 생각을 하고 살자.	20160503
814715	프라임 운지기념 198일의 전사 출격해양	20160503
814716	중대도 그렇고 재단새끼들 때문에 떨어진거아닌가	20160503
814717	이제 예술과 인문 아웃풋 존나게 뽑아야 될 차례지? 어디 한번보자 ㅋㅋ	20160503
814718	등록금 50만원씩올리자 150억이 문제냐	20160503
814719	후 오늘 날씨도 좆같은데	20160503
814720	중앙대는 뭐했는데 붙는다고 자신만만한거?	20160503
814721	우리학교처럼 기자대동해서 설친학교있냐?	20160503
814722	이제 살아남기 위해 구조조정을 해야 하는데..	20160503
814723	인문학이 죽니 마니 하는 애들특징	20160503
814724	글토 오늘까지 두번빠졌는데 어떡하죠 이제?	20160503
814725	총학은 막상 떨어지면 자기들 욕먹을거 예상못했을까?	20160503
814726	총학도 좆댓ㄴ네 ㅋㅋㅋ	20160503
814727	후 총학 탄핵서명 지름	20160503
814728	작년에 총학 뽑은 빡대가리새기들아 튀어나와라	20160503
814729	음모론 좋아하는 빨갱이새끼들은 뭐하냐?	20160503
814730	탄핵 추진되는 부분이냐	20160503
814731	반대 하던애들 다 학교에서 고용한 애들이었다고ㅡㅡ	20160503
814732	문돌이들 정원몇명이냐? 150억 1/n해서 등록금 인상해라	20160503
814733	군대가기전에 운동권 탈피하나 싶더니 갔다오니 병신만들어놨네	20160503
814734	오늘밤이 기다려진다	20160503
814735	인하대 탈출한다	20160503
814736	중앙대 편입 취소하고 인하대 상경 돌아온 갤러다...	20160503
814737	인문학 인문학 거리는 애들 특징.txt	20160503
814738	진짜 인문학을 사랑하는 공대생으로서 말하고 싶은데	20160503
814739	철학과 이제 안없어지는거지??	20160503
814740	문레기문레기 거리는 인문학특징	20160503
814741	탄핵하면 도망치게 해주는 꼴 아니냐?	20160503
814742	어차피	20160503
814743	이제 구조조정은 내부적인 사건으로 변했음	20160503
814744	총학탄핵하면뭐하노 매국인하끼리 돌려막기하는데	20160503
814745	운동권 한두번 겪은거도 아닌데 왜자꾸 뽑냐고 대체	20160503
814747	부총장이 탈락은 생각도 안한다 하지 않았냐	20160503
814749	그니까 내가 말했잖아 대학생들 생각이 없다고	20160503
814751	ㅇㅇ	20160503
814752	iNHA좆망대학교~iNHA좆망대학교~iNHA좆망대학교~iNHA좆망대학교~	20160503
814753	대체 어쩌다 인문학이 이상한놈들 감성팔이하는 수단으로 전락한거냐?	20160503
814754	총학은 탄핵으로 책임을 물어야한다.	20160503
814755	안되는겣당연하지	20160503
814756	양심적으로 인문학은 스카이정도되고 논하자	20160503
814757	총학 갈아 엎어봤자 아님?	20160503
814758	와 시발.... 프라임 탈락 듣고나니까	20160503
814759	경영대생인데 미안하다	20160503
814760	애들아  큰 그림을봐...큰 그림을...	20160503
814761	총학 탄핵하기 이전에 처리해야할 중요한 일이 있다	20160503
814762	선배들말믿으라니까 ㅋㅋㅋㅋㅋ	20160503
814763	운동권 실체에 대해 제재를 가할 수단이 필요함	20160503
814764	인문학은 시발 ㅋㅋㅋㅋㅋㅌ	20160503
814765	현시점에서 해야할 것	20160503
814766	인하대 문돌이들이 인문학 타령하는게 웃긴이유	20160503
814767	너무 화가 납니다.	20160503
814768	총장 그렇게 프라임 노래를 부르더니 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	20160503
814769	인하대에서 인문학 타령하는 문돌이들 특징.txt	20160503
814770	[속보] 노무현 전 대통령 사	20160503
814771	인문학 하는 학생들...	20160503
814772	[속보] 노무현 전 대통령 사	20160503
814773	애초에 인하대가 철학과 유지할이유가없다	20160503
814774	일반 학생들 관심이 있긴하냐?	20160503
814775	인문학 입에달고사는새끼들특징	20160503
814776	[속보] 노무현 전 대통령 사	20160503
814777	인문학 교수들 특징	20160503
814778	최순자 총장은 오세훈 전 서울시장이냐?	20160503
814779	총장글에 철학과새끼 댓글달아놓은거 봐라 ㅋㅋㅋㅋㅋㅋ	20160503
814780	ㅋㅋㅋ 씨벌것들 인갤에서 물타기 쳐하는거 좆같네ㅋㅋ 총학쫄따구새끼들 ㅋㅋ	20160503
814781	문과애들 특징	20160503
814782	왜 한국어로 인문학이 안되는지 아냐?.example	20160503
814783	위대한 인문학도 철학과 졸업생들 취업현황좀 공개해야된다	20160503
814784	제발...하루만 ...하루만 인하광장이 <익명>이었다면...	20160503
814785	정보)철학과에 대해 알아보자	20160503
814786	소크라테스도 무직 방구석 철학자였는데 인문대륵 취업률로 왜 평가함?	20160503
814787	광장이 익명이었으면 얼마나 좋았을까	20160503
814788	인제 총장한테 불만있던 교수들의 역습이 시작된다	20160503
814789	순자누님 강하게 밀어부치세요!  응원합니다!	20160503
814790	시발 인하대 탈출했어야했어	20160503
814791	최순자 = 노무현	20160503
814792	순자 나가기전에 문과인원감축 다 해버려라	20160503
814793	오늘하루만 광장 익명되면 숨어잇건 공대 빡친새끼들 존나튀어나옴	20160503
814794	그냥 광장에서 난리치고 학교 조용히 다니면 아무도 모르지 않을ㅋ가	20160503
814795	시발 무슨 축제5일이나하냐	20160503
814796	진짜 머가리에 총맞으셨나; 철학과는 입만열면 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	20160503
814797	근데 우리학교 철학과는 사학과에 비해서 씹창	20160503
814798	야 설마 저번에 세월호 부른거도 총학이냐?	20160503
814799	여기애들 이해가안가네	20160503
814800	철학과 특징ㅡ경영 전과해준다 하면 절먹함	20160503
814801	진지하게 문과 등록금 100만원씩 인상 해야된다	20160503
814802	똑같은 마계 지잡이면서 공부심 15지노 ㅋㅋ	20160503
814803	철학과 다음 의디 등장하구요	20160503
814804	정보글2)의류디자인학과에대해 알아보자	20160503
814805	자! 문돌이 들아 양심선언 하자! 진짜 관대하게 ~	20160503
814806	프라임 떨어짐? ㅅㅂ	20160503
814807	문과대 학생들도 피해자가 맞다.	20160503
814808	오랜만에 입결해본다	20160503
814809	순자누님 남은 임기에 강하게 구조조정 드라이브 걸고 가주세요!	20160503
814811	자! 공돌이들아 양심 선언하자! 진짜 관대하게~	20160503
814812	프라임사업 취소할시 계획없는건  당연하지	20160503
814813	대학 어디다니세요? / 인하대 다닙니다..   이후 이어질대화는 무엇인가	20160503
814814	지 능력으로 밥벌어먹지도 못하니까 운동권으로 빠지는거다	20160503
814815	구성원 합의가 3점이라지만ㅋㅋ	20160503
814816	대체 문과를 왜 구조조정하는지 이해안가네 5:5로 갈라야지	20160503
814817	인제 총장님은 날개가 꺾였다	20160503
814820	소프트웨어 중심대학은 왜 떨어진거냐?	20160503
814821	인하대문과랑 외대공대랑 보는수준 비슷한거 아니냐	20160503
814822	인하 공대만 인정 받냐?	20160503
814823	총장님 열심히는 하시는데 실적이 안나오네	20160503
814824	의디에 아는애있는데 과제랑 공부 부심 오짐	20160503
814825	외대공대가 인하문과보다 낫지 ㅂㅅ아	20160503
814826	ㅋㅋㅋ 문과애들 암생기겠네 ㅎㅎ ㅋㅋ 인갤들오지마라 ㅋㅋㅋ	20160503
814827	편입할때 학점도 필요하냐???	20160503
814828	니네 다 키보드워리어냐	20160503
814829	우리 프라임 떨어진거냐?????	20160503
814830	진지하게 총장님 빡돌아서 구조조정 더 가혹하게 했으면좋겠다	20160503
814831	원래 프라임 될거같던 후보대학이 어디었냐 ?	20160503
814832	[속보] 문과 구조조정 1/10로 줄이는걸로	20160503
814833	문과도 뭐 이상한 실험과목 하나넣고 등록금 100만원정도 인상하자	20160503
814834	문과대없애고 그자리 갓-공대가 먹으면 대학순위 더 올라갈수있지않냐?	20160503
814835	프라임 개악 저지는 2만 인하학우의 승리입니다	20160503
814836	공대학생회부터 다 탄핵시켜야함	20160503
814837	스카이가 거르는건 안하는게 좋아	20160503
814838	아니 시발 성신 숙명은 여대 빨 아니냐??	20160503
814839	이대와 인하대의 차이	20160503
814840	프라임 됐으면 잡대 인증이네..	20160503
814841	학재개편은 그대로다	20160503
814842	중앙 경희 전부 인갤이랑 반응 비슷하네 ㅋㅋ	20160503
814843	진지하게 탄핵 추진하고 있는 놈 있으면	20160503
814846	인문계 줄여서 돈 타먹겠다는 발상 자체가 전문대 수준이지..	20160503
814847	이번에 여대3개 뽑힌거하고 박근혜하고 관련있냐?	20160503
814848	내년 입결... 어디??	20160503
814849	여대는 왜있는거냐?	20160503
814850	선정된 대학 지잡이라고 정신승리하지마라.	20160503
814851	총학 진짜 앰뒤새끼들 후문에서 난리치다가 이제 다버려놓고 튀는거봐라	20160503
814852	총학븅신들	20160503
814853	인문대나온입장에서 써본다	20160503
814854	아오이제 학교 닥치고빨리졸업해야지 쪽팔려서못다니겠다	20160503
814855	인하대졸업친구들이	20160503
814856	애초에 프라임 예상 3개교	20160503
814859	문과대다. 지금 톡방에서 문과대 애들 신났다	20160503
814860	기획안 전부 비공개인데 예상후보인줄 어떻게 아는거냐?	20160503
814861	훼방놓은 총학이 잘못인가 떨어진 총장이 잘못인가	20160503
814862	철학.의디는 진짜 답이없다	20160503
814863	소주 안주로   만두가 좋을까  장터국수가  좋을까	20160503
814865	총학이 유포한 허위사실?	20160503
814866	작년ㅔ 수시 부산대 기계,건대 기설 버리고 온거였는데ㅠ	20160503
814867	여대와 지방대로 몰아주기?	20160503
814868	??? 지금 휴학중이라 그런데 대체 뭔지랄 난거임?	20160503
814869	솔직히 약대선정때도	20160503
814870	문과새끼들을 보고있노라면 그냥 딱 좌빨 새끼들 보는거 같다	20160503
814871	중시건경이다 이제	20160503
814872	인후에 만두 전문점 없나요 제발	20160503
814874	의디과애들 프라임 탈락 좋아하네 ㅋㅋ	20160503
814875	총학노무시키들 지금 자기들끼리 신나서 광장 안보노 이기야	20160503
814876	올해 문과에서 전기로 전파했다	20160503
814877	아니 진짜 문과애들이 프라임 탈락 좋아하는 이유가 뭐냐 설명좀	20160503
814878	저기...선배님들 저 고딩인데 프라임사업이 뭐하는거에요?	20160503
814879	ㅅㅂ 개사이다 광장댓글 내가 하고싶은말 그대로 써놨네	20160503
814880	아이씹 문돌이새끼들 ㅈ같네	20160503
814881	의디는 나이 몇살 쳐묵었냐고 물었을때부터 클라스인증이었지	20160503
814882	총학은 진심 무조건 학교,재단이 져줘야된다 생각하나	20160503
814883	의디같은 전문대 애들은 왜 인하대에있냐	20160503
814884	팡장 렉때매 미치겟네	20160503
814885	프라임 떨어진 가장 큰 이유	20160503
814886	의디애들은 졸업하고 뭐하냐? 얘내도 9급충이냐?	20160503
814888	그 프라임 탈릭좋아한다는 애들도 이기적이다	20160503
814890	돈에 인문학을 팔아넘기지 않은 인하대와 총학 자랑스럽다!!	20160503
814891	오늘 총학 뒷풀이.txt	20160503
814892	인하대 자랑스럽노!!!!	20160503
814893	조양호:순자야 고마하면 됐다. 비서 우리 사내유보금이 얼마?	20160503
814894	근디 구조조정 안해도 되는데 왜하는거야?	20160503
814895	그래서 프라임 대안이 뭐냐??	20160503
814896	문과대생의 전과, 복수전공을 반대합니다.	20160503
814897	병신들	20160503
814898	일단 인문학애들 전출부터 금지하기로하자	20160503
814899	문사철영일중프문경문콘 전과복수전공부전공막아야함	20160503
814900	프라임 됬으면 좀 나았을걸	20160503
814901	문과 까디마라 이기	20160503
814902	고려대처럼 우리도 전과 없애자	20160503
814903	보상없고 피도 눈물도 없는 구조조정 대찬성	20160503
814904	감기진단서도 결석 인정해주나요?	20160503
814905	요즘은 아과도 아니고 문과에서도 공대전과 노리고 오는애들 많더라	20160503
814906	퇴직금 받고 퇴직하기 vs 퇴직금도 없이 해고	20160503
814907	우리는 정원조정 강제로 해야되는건데 이유를 왜묻노!	20160503
814908	총장님 지금 무슨생각하실거같냐?	20160503
814909	네이버 메인에걸림	20160503
814910	소통 소통 염불외던 ilbu문과생들 신났겠노 ㅋㅋ	20160503
814911	근데그러면 이제 총학은 뭐할거야?	20160503
814912	대쳐순자 모드 가는거냐?	20160503
814913	어차피 이제 문이과 통합되면 대학서열 이과서열로 가지 않겠냐?	20160503
814915	어차피 구조조정은 필요했던 거였어 ㅋㅋㅋ 어디서 헛소리냐	20160503
814917	총학입장 대박 zzㅋㅋㅋㅋㅋㅋㅋㅋ	20160503
814918	통폐합 들어가면 감투수 줄어드냐??	20160503
814919	총학 : 프라임 선정과 탈락에 대해서 어떠한 입장도 취할수 없다	20160503
814920	총학 지금 어디서 발빼려고 수작이냨ㅋㅋㅋㅋㅋㅋ	20160503
814921	결국 떨어졌구나	20160503
814922	총학이 반대도 안했는데 단식은 왜함??	20160503
814923	그니까 총학 잘좀뽑자 씨발	20160503
814926	총학 웃기노 이기야ㅋㅋㅋㅋㅋㅋㅋㅋㄱㄴㄹ	20160503
814927	비권애들이 운동권애들보다 인프라가 딸리는게 현실이라 ㅇㅇ	20160503
814928	철학과 ㅎㅂ이 댓삭하고 튀었노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ	20160503
814929	저번에 외부언론에 총학 프라임 전면반대한다고 했지않았냐?	20160503
814930	문과대를 치킨대로 바꾸자	20160503
814931	철학과 다시 없애는거 못하냐	20160503
814932	총학생회 프라임사업 전면반대 기사	20160503
814933	졸업한 선배가 외친다. 총학은 그 입 다물라!!!!	20160503
814935	애국인하의 새로운 지령이 내려왔다	20160503
814936	이 댓글좀 봐바	20160503
814938	아무것도 안먹고 7일 버티는게 생물학적으로 가능하냐?	20160503
814940	프라임 통폐합 대상 학과들 폐과 안되는게 다행일거라고 생각된다 ㅇㅇ	20160503
814941	광장, 언론에 클라스 인증한대로 구조조정하면됨	20160503
814943	전과 막자	20160503
814944	캬 문사철 공대 전과	20160503
814945	조휘진씨가 단식 며칠 하셨냐?	20160503
814946	ㅇㅈㅅ 말 왜케 개소리같지	20160503
814947	문사철에서 공대전과하면 공돌이들 싱글벙글하지않냐?	20160503
814948	총학이 허위사실유포한게 아니라 비밀을 유포했지	20160503
814949	야 우체국 근무하는 여자애 귀엽지않냐?	20160503
814950	문과에서 공대 전과를 쉽게 되도록 해야한다	20160503
814951	학교에서 업무방해죄로 고소는못하냐?	20160503
814952	선배님들께 질문있습니다.	20160503
814953	공대전과신청시 물리학1.2 일수1.2 들은사람들만 가능하도록 걸어야된다	20160503
814954	을사오적같은놈들아 !	20160503
814955	물리12 일수12에 과에따라 화실이나 물실까지 걸어야지	20160503
814956	ㅊㅁㄱ 쟤는어디편이냐?	20160503
814957	이래봤자	20160503
814958	근데 진지빨고 인하대 국숭보다	20160503
814959	문과대친구들	20160503
814960	야이 광장 등신들아 프라임사업 평가 배점받은거 학교에는 확인을 해야지	20160503
814963	셤 딱평균점수바닷는데 학점뭐나올까?	20160503
814964	중앙대경영붙고 인하대경영붙으면 어디가냐?	20160503
814966	팀킬러 전투력 만빵이네	20160503
814967	이종선 걔는 아직 군대도 안갔다며??	20160503
814969	어차피 나중에 국보법위반으로 감옥가면 군대안가도되는데 뭘 자꾸 군대얘기임	20160503
814970	자지가 안 서니까 못 가지 군대	20160503
814972	자지가 발딱 서면 군대가는데 문제없다	20160503
814973	인하경영 입학->한밝 가입->애국인하->정치입문 엘리트코스 타라	20160503
814974	진짜 ㅈㅈㅇ이 씨발새끼 존나 뻔뻔하다...	20160503
814975	일반물리 중간기말 합 140이면 에플각이냐	20160503
814976	한양대 에리카 경영붙고 인하대 경영붙으면 ㅇㄷ가냐?ㅋㅋ	20160503
814979	매국인하놈들의 롤모델이 인하대 경제학과출신 송호창이냐?	20160503
814980	프라임사업 평가 성적표 공개해라	20160503
814981	씨발	20160503
814982	지금 프라임떨어진게 총학100 이라는게 아니라	20160503
814983	나 한밝인데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	20160503
814986	대중은 개 돼지다	20160503
814987	나야 뭐  어제 이미 감잡고  탈락예상해서  충격은 없다만..	20160503
814989	근데 광장에서 문과애들 너무 불리한거아니냐	20160503
814991	또 이렇게 발뺌만하다가 축제가 오고, 시험기간이 오고	20160503
814992	더빡치는건 총학새끼 댓글단거보면 뭐라뭐라 존나길게는 썼는데 보면	20160503
814993	한밝 친구가 하는 말이 ㅋㅋㅋㅋ	20160503
814994	넙이야 고백할게있어S2	20160503
814995	넙이야 나도 고백할게 있어...	20160503
814996	프라임사업결과와 상관없이  문과대학운 3개학과만	20160503
814997	프라임이고 나발이고 어차피 문돌이들 인원 줄여야하는거 아님?	20160503
814998	경영 경상계열및 예체능및 사범대는 우즈백 타슈켄트에 강좌를 개설해	20160503
815000	효성이가 우석대 간 이유 추측.	20160503
815002	경영대 소모임저격했네	20160503
815004	ㅅㅂ 먹기 싫은데	20160503
815006	문과대만 더 좆대는거아니냐..	20160503
815010	총장님 이 바득바득 갈고계시는게 글에서도 보이는데	20160503
815011	프라임 사업 각 대학 반응	20160503
815012	나 참누리 한학기만 하고 탈퇴했는데 여기도 노답이다	20160503
815013	치천형 운동권 리스트업좀 부탁	20160503
815014	중앙대는 떨어질거 예상했던 이유가 뭐야 치천형?	20160503
815015	전기과도 전화기 아니냐	20160503
815016	프라임 떨어진거랑 구조조정하는건 어쨌든 별개지?	20160503
815018	쓸데없는 논쟁하지말고 사업 평가 이의제기라도 해야하는거아니나	20160503
815019	300억 선정 안됐는데	20160503
815020	그니까 요약하면 어차피 구조조정해야되는거 돈이라도 받자는거였는데	20160503
815021	ㅇㅈㅅ..<<<< 이새끼 이중첩자냐?	20160503
815022	근데 한밝 참누리 둘다 NL계열 운동권이잖아?	20160503
815023	의디? 여기는 뭐하는과냐	20160503
815024	경영대 운동권 저격 ㅋㅋㅋ	20160503
815025	철학과는 자기과 이미지 못 깎아먹어서 안달이네	20160503
815027	나 문돌이다 덤벼라	20160503
815028	ㅈㅅ이는 08학번이 미필이고 졸업도 안하고 나중에 뭐하냐	20160503
815029	무충이 어장당하고 절필후	20160503
815030	근데 우리학교는 특이한게 ㅋㅋㅋ	20160503
815031	예들아 화장실에 총학 이거 모야?	20160503
815032	결석2번이면 에이플불가?	20160503
815035	시급한건 공대전과 선수강조건 필수화하는거다	20160503
815036	어쭈구리	20160503
815037	인하대 문과 vs 인하공전 기계	20160503
815038	8ㅅ8	20160503
815039	야 공대 전과에 학점 몇점 필요함??	20160503
815041	문과에서 전과한애들보니까 오히려 전공은 생각보다 잘보더라	20160503
815042	다들 인싸가 돼서 사라졌네..	20160503
815043	확실히 극과극은 통한다	20160503
815044	하 부총학님	20160503
815046	야 입갤한다	20160503
815047	ㅇㅈㅅ 같은 새끼들이 가장 역겹다	20160503
815048	애초에 문과총학이 이과황성님들한테말장난 치는게잘못됨	20160503
815049	지금 열심히 변명하고 계시는 총학분이 간과하신게 하나 있다면	20160503
815050	낼 아침까지 먹으려고 만두 6개 샀는데	20160503
815051	좆같네	20160503
815052	나도 오늘 단식한다.	20160503
815053	헛소리하는놈들 특징	20160503
815054	총학생회 입장 대신 설명해준다.	20160503
815055	이쯤되면 총장님 스토커아니냐	20160503
815057	에리카 써야겠다..	20160503
815058	근데 전과생조차 못죽여 안달임??	20160503
815060	인문학은 취업률로 재단할수 없습니다??	20160503
815061	총장님이 ㅇㅈㅅ 언급했다	20160503
815062	ㅋㅋㅋㅋㅋ열린총장실 의디과 머가리 나쁜거보소ㅋㅋㅋ	20160503
815063	3년 전까지 제국치천하고 같이 일했던 갤러다.	20160503
815064	인하대 망하면 인문대 때문이다.	20160503
815065	의디 ㅇㅅㅅ 혹시...?	20160503
815067	형들 양경수 선형대수 A플이랑 A제로 커트 몇점이야 다합쳐서 중간기말퀴즈	20160503
815068	이럴때 초고학번 공대 센빠이들 단체로 와가지고 학교정리 싹하고갔음좋겠다	20160503
815069	후문에서 총학 탄핵시위 하려면	20160503
815070	와 오늘 옛날에 인갤하던 고닉들 조금씩 보이네 ㅎㅎ	20160503
815071	ㅂㅎㅇ 말 ㅈㄴ잘하네	20160503
815074	사실상 총학 무뇌	20160503
815075	총학 멤버 다 어디갔냐?	20160503
815076	근데 프라임 되면 신축하려던건물	20160503
815077	총학새끼들 멍석에 둘둘둘둘 말아다가	20160503
815078	총장이 보여준 코미디 2개	20160503
815080	의디 초고학번 ㄴㄷㅇ 불러와라.	20160503
815081	구성원 반대가 영향이 컸으면 이대는 선정 안됐겠지	20160503
815084	총학이 멍청한 점 ㄹㅇㅍㅌ	20160503
815086	ㅂㅅ아 이대 끌고오지마라	20160503
815088	아이티공대 신입생 단톡방 노답이다... 프라임	20160503
815089	형냐들~~ 인하대 철학과, 인문학과, 의디 가고싶어여~~ 여기 졸업하면	20160503
815090	한진 씹새끼들 해운 매각하는김에 인하대도 매각하면 안되냐?	20160503
815091	어휴 냄비새끼들 트와이스 오면 총학짱짱 이럴것들이...	20160503
815092	홍익대는 ㄹㅇ 좆됐네	20160503
815093	지금 학생들이 해야하는건 총학 탄핵이 아니라 특성화 구조조정 진행지지야	20160503
815095	이번 프라임사업 선정기준 납득할수 없는점.txt	20160503
815096	분교한테 밀리니깐 진짜 개열받는다 시발	20160503
815097	경영대에서 공대 전과	20160503
815098	탄핵!경민이 빡쳤다 도와주자	20160503
815099	성대 중앙대 경희대도 떨어져서 위안아니냐	20160503
815100	이대는 프라임 소형 지원했어 ㅋㅋㅋㅋㅋㅋ 모르고 따지지 말자	20160503
815101	건대 이사장 존나 싱글벙글하겠네	20160503
815102	ㅇㅈㅅ 선배님	20160503
815104	내일 일수 과제 어디까신지 아시는분 ㅠㅠ	20160503
815105	프라임 선정교들 보면	20160503
815106	교수회 꼴은 또 어떻게보냐	20160503
815107	광장에 ㅂㅎㅇ 글 잘적어놨네	20160503
815108	뭐무슨 분교한테밀렷다하는데	20160503
815110	그놈의 민주 소통	20160503
815111	ㅂㅎㅇ 총잘알 ㅇㅈ	20160503
815113	총..학 덩실덩실하는거 그려보았다.	20160503
815114	이과명문 인하대 선배님들. 물리 한문제 힌트좀 주실수 있나요!!!	20160503
815115	형님들 자꾸 징징거려서 죄송한데 일수 과제한번만 알려줍쇼 ㅠㅠ	20160503
815116	그릴거 추천받는다	20160503
815117	어제자 분노하는 총..학	20160503
815119	우리학교는 왜이리 돈이없음..?	20160503
815120	요청. 자웅동체 그렸다.	20160503
815122	경영대 한밝&참누리 운동권소모임 멤버들 보세요	20160503
815124	와 총학 댓글 지들이 파고들여지가 있는거에만 달아대네	20160503
815125	[인일칼럼] 그들을 기억해주세요	20160503
815126	근데 총학이	20160503
815127	단식하는 총을든 학 그렸다ㅎㅎ	20160503
815128	다 공돌이들 잘못아니냐 ㅋㅋㅋㅋㅋㅋ?	20160503
815129	단식에 대한 비밀을 풀었다!!!	20160503
815130	야 총장님 이멜 좀 줘바 ㅆㅂ	20160503
815131	크으 철판보소 ㅋㅋㅋㅋ	20160503
815132	그러니까 총학 딱 봐도 좌빨꼴통인거 보였는데	20160503
815133	문과도 두부외상체험, 다까기탕! 실험 만들어서 등록금 100만원올려버리자	20160503
815134	총학까는새끼들은 진짜 할일 없나보다	20160503
815135	고맙다 총학씹새끼들아 덕분에 편입준비하게 해줘서	20160503
815136	하여간 시발 문과총학 개씨발년이 학교망치네	20160503
815137	총학 탄핵글에는 지잘못 없다고 답하면서	20160503
815138	ㅇㅈ!!야 널생각해서 그렸어ㅎㅎ	20160503
815139	운동권을 거의 박멸시키기 전까지는 비권이 총학이 되도 문제인게	20160503
815141	진짜 편입해야지.. 답도 없다 진짜 1년다녔지만 개병신총학새끼들	20160503
815142	총대의원회글보면 지금 탄핵시킨다해도 법적으로 무효화시킬수있다고봄	20160503
815143	학교위상은 공대가세우고	20160503
815145	((프라임 탈락이유))	20160503
815146	건국대 된것도 솔까 존나 이해 안감	20160503
815147	참누리 이제 운동권 아니라는데 어떻게 생각함?	20160503
815148	건국대가 프라임선정된이유.	20160503
815150	인하대 문과 구조조정하자	20160503
815151	개소리하지마라 ㅇㅈㅅ이 작년에도 참누리 역사모임 주도했는데 ㅋㅋㅋㅋ	20160503
815152	총장 우는소리 여기까지 들림	20160503
815153	참누리가 한밝이고 한밝이 참누린데 운동권이 아니랜다ㅋㅋㅋㅋㅋ	20160503
815154	누가 오마이뉴스에 정보물어다주냐?	20160504
815155	의디과인데 니네도 똑같애	20160504
815156	총장이 이렇게 했으면 프라임 통과됐다.txt	20160504
815158	인하대 프라임 탈락한거 한마디하면	20160504
